filename,artist,genre,description,Cosine (raw),IF (raw),LOF (raw),GMM (raw),AE (raw),Cosine (pca50),IF (pca50),LOF (pca50),GMM (pca50),HDBSCAN (pca50),KS Test (pca50),Wasserstein (pca50),AE (pca50),Ensemble
claude-monet_on-the-beach-at-trouville-1871.jpg,claude monet,['Impressionism'],on-the-beach-at-trouville-1871,0.5627702,0.05535747112563838,1.3316572,-11344.929835536552,0.093880214,0.8482364,0.02555614312815163,1.1496401,79.35082302092228,0.3924147193570661,0.29508395802098947,0.90188119087194,1.0217286,0.6386646534424496
claude-monet_the-garden-gate-at-vetheuil.jpg,claude monet,['Impressionism'],the-garden-gate-at-vetheuil,0.5680448,-0.020934665865599278,1.3491622,-11388.947389515932,0.083462976,0.940668,0.05798578041860153,1.1724946,68.17776704059426,0.4310962148632084,0.2999100449775112,0.8942206033001615,1.397211,0.636387979477113
claude-monet_wood-lane.jpg,claude monet,['Impressionism'],wood-lane,0.5131069,-0.08610304114386103,1.278302,-10944.15896139862,0.037122577,1.1671811,0.04782239536609295,1.2587999,61.32589359624075,0.4384883301056692,0.26179310344827583,0.8775808116676669,1.8239603,0.6249446222255357
claude-monet_camille-monet-at-the-window-argentuile.jpg,claude monet,['Impressionism'],camille-monet-at-the-window-argentuile,0.54272056,0.024086001864925155,1.4226844,-11392.505552824778,0.0424376,0.9990229,0.0032061726132358026,1.2946118,78.52511566443967,0.41791950339923223,0.27216641679160425,0.7345995444218218,0.97838515,0.5969436557983508
claude-monet_torrent-of-the-petite-creuse-at-freeselines.jpg,claude monet,['Impressionism'],torrent-of-the-petite-creuse-at-freeselines,0.53281593,-0.08288178006786323,1.3580203,-10849.813829613771,0.032588955,1.2618442,0.009458740562357792,1.2841775,84.13487742775376,0.347253830574416,0.2808275862068966,0.6946307672224676,0.7815743,0.5922321367658503
claude-monet_young-girls-in-a-row-boat.jpg,claude monet,['Impressionism'],young-girls-in-a-row-boat,0.38298202,0.029113887346348732,1.4230051,-11344.929863110161,0.043357123,1.0809077,0.023322951681950033,1.2735713,79.89682513215635,0.3914962573248021,0.259784107946027,0.6504739033452873,1.2160778,0.5912811089553563
claude-monet_the-shoot-1876.jpg,claude monet,['Impressionism'],the-shoot-1876,0.43724763,-0.02258683267874534,1.3605173,-11388.947370865488,0.033717927,0.99333537,0.05804746734198568,1.272622,75.46212853107365,0.4476083179908361,0.26630134932533733,0.8785590915494781,1.170258,0.590606369474139
claude-monet_the-pyramids-at-port-coton-1.jpg,claude monet,['Impressionism'],the-pyramids-at-port-coton-1,0.4766693,-0.019218610341213194,1.3330424,-10849.813866866969,0.032622278,1.0313361,0.010841054870401046,1.2574768,67.5945805882961,0.3721956543566805,0.3246056971514243,0.7957295769876751,0.5829078,0.5881130411576752
claude-monet_open-sea.jpg,claude monet,['Impressionism'],open-sea,0.4665448,0.04389636064179592,1.3457057,-11344.929874610958,0.07716371,0.92741275,-0.022994927870457094,1.2281958,76.56362825651915,0.34190877763111793,0.2615952023988006,0.7102139342873948,1.1326196,0.5746356727931439
claude-monet_promenade-near-argenteuil-1873.jpg,claude monet,['Impressionism'],promenade-near-argenteuil-1873,0.37208378,0.022012553408117363,1.3163978,-10944.158720655545,0.02857615,1.2034801,0.005705983618954968,1.2168534,73.77912657321046,0.3919910994769538,0.2918410794602699,0.7394930481147048,0.6682576,0.5732167945920245
claude-monet_madame-monet-and-child.jpg,claude monet,['Impressionism'],madame-monet-and-child,0.54534614,0.05398806830356556,1.2904857,-11388.947374632486,0.039990876,0.9991815,0.012447915803909304,1.1492882,73.30934524983992,0.4431573528158661,0.3063013493253373,0.8955928913125364,0.7313235,0.572724613463707
claude-monet_in-the-meadow.jpg,claude monet,['Impressionism'],in-the-meadow,0.44849122,-0.054188728809079156,1.3130378,-10944.158565036947,0.045118142,0.9482635,0.017765194082996427,1.1911461,88.45457814042518,0.36659210671384923,0.26564017991004496,0.8284614164763136,0.95982957,0.572138868107821
claude-monet_camille-on-the-beach-1871.jpg,claude monet,['Impressionism'],camille-on-the-beach-1871,0.5104876,0.04729813556408202,1.4904461,-11344.929835952802,0.047450118,0.83271456,-0.004272395622621272,1.184115,84.17100854161328,0.37301362905239815,0.2773178410794603,0.7789993453005528,0.66199803,0.5707667662121505
claude-monet_rowboat-on-the-seine-at-jeufosse.jpg,claude monet,['Impressionism'],rowboat-on-the-seine-at-jeufosse,0.35467005,-0.050512890187988824,1.2610948,-10849.813775169605,0.048354138,1.1789694,-0.0042671296696462635,1.2303097,77.64779458804333,0.35507723800420415,0.31449925037481263,0.7401574589035081,0.77542007,0.5691530634227582
claude-monet_norman-farm-through-the-trees.jpg,claude monet,['Impressionism'],norman-farm-through-the-trees,0.57354134,-0.06272494890010155,1.2219568,-10944.158682750302,0.044189163,0.96584225,0.013628903374498291,1.0992075,60.27043685230385,0.37451992739279893,0.3369340329835082,1.059005849065841,0.88290596,0.5617362996070633
claude-monet_the-dinner-1869-1.jpg,claude monet,['Impressionism'],the-dinner-1869-1,0.6104222,0.03242608806422281,1.3250732,-11344.929844204427,0.036417216,0.80869484,0.015121497454449406,1.1351093,74.55906797986212,0.3741726037010953,0.31710644677661165,0.8740505832290864,0.6762933,0.5526537443799319
claude-monet_lilacs-grey-weather.jpg,claude monet,['Impressionism'],lilacs-grey-weather,0.5281489,-0.027793633709463694,1.315639,-10944.158457486072,0.04404293,0.95096135,0.00459227547826474,1.1428316,64.65095042328976,0.38114291555495683,0.2822068965517241,0.8543743826686807,0.8043201,0.5522924355550466
