dimension,mean_error_normal,mean_error_anomaly,error_difference,error_ratio
323,0.005696878,0.005446151,-0.00025072694,0.9559887
324,0.010415119,0.002461959,-0.00795316,0.23638317
325,0.041907012,0.035553087,-0.006353926,0.8483804
326,0.0074266004,0.0058953105,-0.0015312899,0.7938101
327,0.06005267,0.070070095,0.010017425,1.1668106
328,0.075590454,0.025954101,-0.049636353,0.34335157
329,0.006928348,0.016092118,0.00916377,2.3226485
330,0.012538477,0.1855496,0.17301112,14.798416
331,0.005423613,0.05299231,0.047568697,9.770666
332,0.04809792,0.013704507,-0.034393415,0.2849293
333,0.022123653,0.0090932,-0.013030454,0.4110171
334,0.008399822,0.0018962771,-0.0065035447,0.22575206
335,0.04477492,0.28123352,0.2364586,6.28105
336,0.0048765102,0.03393999,0.029063482,6.959893
337,0.06477627,0.020606343,-0.04416993,0.3181156
338,0.0045526302,0.07997209,0.075419456,17.566128
339,0.01736302,0.013060963,-0.0043020565,0.7522288
340,0.010826884,0.2053815,0.19455461,18.969585
341,0.0142661575,0.020991577,0.0067254193,1.4714247
342,0.02828737,0.043483455,0.015196085,1.5372039
343,0.028315915,0.06303113,0.034715213,2.2259965
344,0.0072684675,0.004318188,-0.0029502795,0.5940988
345,0.08381001,0.039449487,-0.044360522,0.47070137
346,0.14618993,0.330487,0.18429708,2.2606688
347,0.0007006861,0.00040395983,-0.0002967263,0.5765204
348,0.005834177,0.14811046,0.14227629,25.386694
349,0.008488194,0.004987384,-0.00350081,0.58756715
350,0.0047745267,0.016431669,0.011657142,3.4415283
351,0.0031176943,0.005879567,0.0027618727,1.8858703
352,0.035964165,0.39169812,0.35573396,10.891345
353,0.01293999,0.0051312097,-0.00780878,0.39653894
354,0.09345478,0.17306726,0.07961248,1.8518823
355,0.015320917,0.052883804,0.037562888,3.4517388
356,0.024760924,0.052780453,0.028019529,2.1316028
357,0.051752705,0.4782964,0.42654368,9.24196
358,0.017281476,0.012626925,-0.004654552,0.73066235
359,0.0077250805,0.0031068283,-0.004618252,0.40217423
360,0.01665818,0.0062073823,-0.010450797,0.37263268
361,0.05578899,0.27610925,0.22032025,4.949171
362,0.018982414,0.0052199513,-0.013762463,0.2749888
363,0.014109468,0.032604855,0.018495386,2.3108492
364,0.0050578425,0.005936461,0.00087861856,1.1737142
365,0.0047583585,0.020067079,0.015308721,4.2172275
366,0.041543026,0.064903535,0.02336051,1.5623208
367,0.004869125,0.086704284,0.08183516,17.806953
368,0.0045253653,0.064826004,0.06030064,14.325032
369,0.020116527,0.009079858,-0.011036669,0.4513631
370,0.0058755516,0.0012104941,-0.0046650576,0.2060222
371,0.021870965,0.0050518643,-0.0168191,0.23098497
372,0.010359213,0.029490763,0.01913155,2.846815
373,0.025809422,0.060428396,0.034618974,2.3413308
374,0.009124695,0.03145542,0.022330724,3.4472845
375,0.005188931,0.010714336,0.0055254055,2.0648446
376,0.0013728467,0.0024319757,0.001059129,1.7714839
377,0.028660232,0.014948107,-0.013712125,0.5215627
378,0.03234092,0.05325618,0.020915259,1.646712
379,0.014205613,0.019189928,0.0049843146,1.3508694
380,0.022448264,0.09053917,0.06809091,4.033237
381,0.016333034,0.0064604813,-0.009872553,0.3955469
382,0.010144627,0.010906089,0.0007614624,1.0750606
383,0.014369246,0.01822942,0.0038601737,1.2686414
384,0.0058500567,0.020069879,0.014219822,3.4307153
385,0.031231327,0.05419778,0.022966454,1.735366
386,0.05015699,0.015351466,-0.03480552,0.30606833
387,0.035764273,0.14592846,0.11016418,4.080286
388,0.031122303,0.14049216,0.10936985,4.5141954
389,0.004228249,0.0097004315,0.0054721823,2.294196
390,0.03483718,0.057045314,0.022208136,1.6374837
391,0.055306725,0.024987223,-0.030319503,0.45179358
392,0.05085026,0.24595027,0.19510001,4.8367553
393,0.023022542,0.10569942,0.08267688,4.5911274
394,0.008904106,0.015462385,0.0065582786,1.7365454
395,0.012818812,0.006570104,-0.0062487083,0.5125361
396,0.005469177,0.0067913793,0.0013222024,1.2417552
397,0.17158604,0.26251712,0.09093109,1.5299445
398,0.029664487,0.028044557,-0.0016199294,0.9453916
399,0.030625932,0.26999083,0.23936489,8.815759
400,0.017444275,0.0059591415,-0.011485133,0.34161016
401,0.06156178,0.20339751,0.14183573,3.3039577
402,0.0055503673,0.04695326,0.041402895,8.459487
403,0.020060856,0.047789257,0.027728401,2.3822143
404,0.014040719,0.014982597,0.0009418782,1.0670819
405,0.14302891,0.15197939,0.008950472,1.0625781
406,0.011806412,0.007655029,-0.0041513825,0.64837897
407,0.060840588,0.11479743,0.05395684,1.886856
408,0.012100937,0.020534774,0.008433837,1.6969573
409,0.007688333,0.008561397,0.00087306416,1.113557
410,0.010038691,0.005441267,-0.0045974236,0.54202956
411,0.015963966,0.015921231,-4.2734668e-05,0.99732304
412,0.02538777,0.025815178,0.00042740814,1.0168352
413,0.017078143,0.011443714,-0.005634429,0.6700795
414,0.0124682905,0.03991193,0.02744364,3.2010746
415,0.052605517,0.01567567,-0.036929846,0.2979853
416,0.023757642,0.109010264,0.08525262,4.5884295
417,0.009409727,0.0028541835,-0.0065555433,0.30332267
418,0.030922368,0.012956054,-0.017966315,0.41898647
419,0.019223863,0.010910516,-0.008313348,0.5675506
420,0.09372439,0.033440657,-0.060283735,0.3567978
421,0.039511684,0.07330193,0.03379025,1.8551964
422,0.016196443,0.084387295,0.06819085,5.2102365
423,0.026755204,0.013260912,-0.013494292,0.4956386
424,0.003894501,0.009783698,0.0058891973,2.5121827
425,0.012953705,0.003874005,-0.0090797,0.2990654
426,0.047668155,0.035983637,-0.011684518,0.7548779
427,0.02242169,0.013538251,-0.008883439,0.60380155
428,0.0082402015,0.05238009,0.04413989,6.3566513
429,0.009780436,0.07115698,0.06137654,7.2754407
430,0.050055597,0.013921522,-0.036134075,0.27812117
431,0.11538681,0.33672878,0.22134197,2.9182606
432,0.061511606,0.042723965,-0.018787641,0.69456756
433,0.014645888,0.052959237,0.03831335,3.6159801
434,0.14975254,0.1645109,0.014758363,1.0985516
435,0.120885186,0.093491964,-0.027393222,0.7733947
436,0.006560877,0.038990337,0.03242946,5.9428544
437,0.00699677,0.023948602,0.016951833,3.4228084
438,0.033481754,0.0071074353,-0.02637432,0.21227786
439,0.022397613,0.04999101,0.027593398,2.2319794
440,0.024401832,0.027504489,0.0031026565,1.1271485
441,0.0010124178,0.004125375,0.0031129569,4.0747747
442,0.019434804,0.016354239,-0.0030805655,0.84149235
443,0.039367028,0.026636336,-0.012730692,0.67661536
444,0.061148122,0.042670973,-0.01847715,0.69782966
445,0.025419382,0.04376029,0.018340906,1.7215323
446,0.012571795,0.008010222,-0.0045615733,0.63715816
447,0.021056697,0.09805898,0.07700229,4.6569023
448,0.08298546,0.04994803,-0.03303743,0.6018889
449,0.04129231,0.10065689,0.05936458,2.4376667
450,0.07671034,0.061145034,-0.01556531,0.7970898
451,0.0029615643,0.0029116406,-4.992378e-05,0.9831428
452,0.0073531354,0.11636046,0.10900733,15.824605
453,0.00801758,0.0051438394,-0.0028737406,0.6415701
454,0.022033311,0.009952897,-0.012080414,0.45172045
455,0.009281274,0.012134218,0.0028529437,1.3073871
456,0.03914197,0.035580914,-0.0035610572,0.90902203
457,0.024231888,0.16871527,0.14448339,6.9625306
458,0.014317035,0.030939529,0.016622495,2.161029
459,0.032847144,0.013290323,-0.01955682,0.40461123
460,0.038404994,0.15444574,0.116040744,4.0215015
461,0.011668997,0.009322337,-0.00234666,0.79889786
462,0.0536868,0.06585777,0.012170967,1.2267032
463,0.012093527,0.037616372,0.025522845,3.110455
464,0.012070019,0.0163014,0.0042313803,1.3505695
465,0.07397918,0.012435091,-0.061544087,0.16808906
466,0.1079152,0.08761887,-0.020296328,0.8119234
467,0.0009527193,0.010647691,0.009694971,11.176105
468,0.009405348,0.009695998,0.00029064994,1.0309026
469,0.041009013,0.05630371,0.015294697,1.3729594
470,0.09124995,0.0488163,-0.04243365,0.53497344
471,0.07657261,0.035453875,-0.041118737,0.46300986
472,0.014917818,0.0140038505,-0.0009139674,0.93873316
473,0.13890865,0.031205066,-0.10770359,0.2246445
474,0.011244472,0.016618684,0.005374212,1.4779426
475,0.05500157,0.04392676,-0.011074811,0.79864556
476,0.018188577,0.0021537289,-0.016034849,0.11841107
477,0.0381826,0.0154440785,-0.022738524,0.40447947
478,0.051737577,0.34277436,0.29103678,6.62525
479,0.029964793,0.0847631,0.05479831,2.8287563
480,0.0050542266,0.0058920644,0.0008378378,1.1657697
481,0.031113904,0.39522484,0.36411095,12.702516
482,0.0066204933,0.016560681,0.009940188,2.5014272
483,0.007969803,0.0065541784,-0.0014156247,0.82237643
484,0.018258318,0.025181219,0.0069229007,1.3791642
485,0.18599682,0.34498847,0.15899165,1.8548084
486,0.004171281,0.0043028416,0.00013156049,1.0315396
487,0.006008565,0.0029776166,-0.0030309483,0.49556202
488,0.008427736,0.0021952556,-0.0062324805,0.26047987
489,0.01767423,0.007694438,-0.009979792,0.43534786
490,0.016723523,0.07603646,0.05931294,4.546677
491,0.031075697,0.043991584,0.012915887,1.4156266
492,0.015466041,0.06978873,0.05432269,4.512385
493,0.0030795333,0.00455175,0.0014722168,1.4780649
494,0.013221657,0.0053468444,-0.007874813,0.4044005
495,0.011191055,0.013090898,0.0018998431,1.1697644
496,0.008329253,0.003092751,-0.005236502,0.37131193
497,0.09137107,0.07552077,-0.015850298,0.82652825
498,0.0051967073,0.051703673,0.046506964,9.949314
499,0.10459907,0.09963164,-0.004967436,0.95250976
500,0.011999237,0.0021553305,-0.009843906,0.17962229
501,0.029744243,0.00320813,-0.026536113,0.10785717
502,0.01454875,0.09620772,0.081658974,6.612783
503,0.01978107,0.0060109734,-0.013770096,0.30387503
504,0.005767495,0.0021546436,-0.0036128513,0.37358397
505,0.15403286,0.19507279,0.04103993,1.2664362
506,0.0034268033,0.052897982,0.049471177,15.436539
507,0.0016672416,0.004890645,0.0032234034,2.9333751
508,0.0745368,0.18651369,0.11197689,2.5023034
509,0.014316448,0.02220785,0.007891403,1.5512123
510,0.024268184,0.012201359,-0.012066825,0.5027718
511,0.0069278735,0.007493477,0.0005656034,1.0816417
512,0.020864576,0.022328654,0.0014640782,1.0701705
513,0.018468056,0.010733477,-0.007734579,0.5811915
514,0.028636005,0.026812118,-0.0018238872,0.9363079
515,0.007756982,0.0023844235,-0.0053725587,0.30739063
